Ticker,Close,Date,High,Low,Month,Open,Volume,Daily_return,Baseline,Cum_Return
TRENT,2807.7,2023-12-01 05:30:00,2837.4,2752.4,2023-12,2787.0,1049846,0.007427341227125961,2059.1,0.3635568937885484
TRENT,2816.85,2023-12-04 05:30:00,2867.0,2772.25,2023-12,2847.0,685830,0.0032588951811092226,2059.1,0.368000582778884
TRENT,2874.75,2023-12-05 05:30:00,2898.5,2817.5,2023-12,2820.0,676125,0.02055487512647103,2059.1,0.39611966393084364
TRENT,2867.85,2023-12-06 05:30:00,2912.45,2854.6,2023-12,2890.2,487235,-0.0024002087138011996,2059.1,0.39276868534796755
TRENT,2845.2,2023-12-07 05:30:00,2918.0,2836.55,2023-12,2881.95,961559,-0.007897902609969143,2059.1,0.3817687339128745
TRENT,2841.3,2023-12-08 05:30:00,2887.3,2800.2,2023-12,2857.3,688323,-0.001370729649936564,2059.1,0.37987470253994476
TRENT,2881.4,2023-12-11 05:30:00,2907.35,2841.1,2023-12,2858.95,577553,0.014113258015697072,2059.1,0.3993492302462242
TRENT,2883.55,2023-12-12 05:30:00,2909.9,2849.7,2023-12,2896.9,462633,0.000746165058651993,2059.1,0.4003933757466856
TRENT,2963.45,2023-12-13 05:30:00,2973.95,2887.05,2023-12,2895.0,887243,0.02770890048724639,2059.1,0.4391967364382497
TRENT,2984.75,2023-12-14 05:30:00,2995.0,2944.5,2023-12,2990.2,425400,0.007187568543420841,2059.1,0.44954106162886703
TRENT,2989.75,2023-12-15 05:30:00,3024.55,2980.05,2023-12,3000.0,682553,0.0016751821760616625,2059.1,0.4519693069787772
TRENT,2971.45,2023-12-18 05:30:00,3001.5,2961.2,2023-12,2998.55,646708,-0.006120913119826099,2059.1,0.44308192899810595
TRENT,3000.8,2023-12-19 05:30:00,3013.6,2957.0,2023-12,2988.0,533290,0.009877332615389811,2059.1,0.4573357292020787
TRENT,2948.95,2023-12-20 05:30:00,3025.0,2927.7,2023-12,3022.0,713170,-0.017278725673153916,2059.1,0.43215482492351026
TRENT,2955.2,2023-12-21 05:30:00,2969.9,2879.5,2023-12,2909.95,631420,0.0021193984299496815,2059.1,0.4351901316108979
TRENT,2965.5,2023-12-22 05:30:00,2981.95,2928.35,2023-12,2978.8,518707,0.003485381700054191,2059.1,0.44019231703171297
TRENT,2970.0,2023-12-26 05:30:00,2991.95,2961.65,2023-12,2986.1,315645,0.0015174506828528056,2059.1,0.4423777378466321
TRENT,3010.75,2023-12-27 05:30:00,3059.7,2975.55,2023-12,2975.65,584065,0.0137205387205388,2059.1,0.46216793744839985
TRENT,3026.0,2023-12-28 05:30:00,3045.0,3003.0,2023-12,3025.0,503705,0.005065183093913461,2059.1,0.4695740857656258
TRENT,3054.95,2023-12-29 05:30:00,3060.35,3001.4,2023-12,3030.3,430702,0.009567085261070751,2059.1,0.48363362634160556
TRENT,3002.1,2024-01-01 05:30:00,3067.0,2995.5,2024-01,3061.8,421730,-0.01729979214062416,2059.1,0.4579670729930552
TRENT,2995.2,2024-01-02 05:30:00,3017.9,2940.75,2024-01,3015.45,408928,-0.002298391126211663,2059.1,0.4546160944101792
TRENT,3058.35,2024-01-03 05:30:00,3107.9,2988.35,2024-01,3009.0,714968,0.02108373397435903,2059.1,0.48528483317954446
TRENT,3067.85,2024-01-04 05:30:00,3108.45,3060.85,2024-01,3074.0,299498,0.003106250102179242,2059.1,0.4898984993443738
TRENT,3065.55,2024-01-05 05:30:00,3096.55,3045.0,2024-01,3085.45,258565,-0.0007497107094543987,2059.1,0.48878150648341523
TRENT,3044.55,2024-01-08 05:30:00,3083.2,3037.8,2024-01,3080.95,303947,-0.006850320497137519,2059.1,0.47858287601379257
TRENT,3115.45,2024-01-09 05:30:00,3143.0,3058.8,2024-01,3069.0,723237,0.02328751375408511,2059.1,0.5130153950755184
TRENT,3173.6,2024-01-10 05:30:00,3189.95,3112.15,2024-01,3126.5,951897,0.01866504036335037,2059.1,0.5412558884949735
TRENT,3175.8,2024-01-11 05:30:00,3213.2,3168.5,2024-01,3190.0,485141,0.0006932190572221941,2059.1,0.5423243164489342
TRENT,3212.15,2024-01-12 05:30:00,3240.95,3162.1,2024-01,3203.0,597455,0.011445934882549302,2059.1,0.5599776601427809
TRENT,3193.3,2024-01-15 05:30:00,3238.0,3180.5,2024-01,3238.0,381958,-0.005868343632769335,2059.1,0.5508231751736197
TRENT,3166.1,2024-01-16 05:30:00,3224.9,3143.15,2024-01,3203.55,370700,-0.008517834215388542,2059.1,0.5376135204701084
TRENT,3147.85,2024-01-17 05:30:00,3183.95,3117.15,2024-01,3153.0,420338,-0.005764189381257667,2059.1,0.5287504249429362
